user_id,work_year,experience_level,employment_type,job_title,salary_in_usd,company_location,company_size,job_field,company_location_na,employment_mode
1097,2023,Senior-level,Full-time,Data Engineer,205600,United States,Medium,data engineering,True,Remote
1098,2023,Senior-level,Full-time,Data Engineer,105700,United States,Medium,data engineering,True,Remote
1099,2023,Senior-level,Full-time,Data Scientist,136000,United States,Medium,data science,True,Remote
1100,2023,Senior-level,Full-time,Data Scientist,104000,United States,Medium,data science,True,Remote
1101,2023,Senior-level,Full-time,Business Intelligence Developer,138000,United States,Medium,business intelligence,True,Onsite
1102,2023,Senior-level,Full-time,Business Intelligence Developer,67000,United States,Medium,business intelligence,True,Onsite
1103,2023,Senior-level,Full-time,Research Engineer,211200,United States,Medium,data science,True,Onsite
1104,2023,Senior-level,Full-time,Research Engineer,176000,United States,Medium,data science,True,Onsite
1105,2023,Senior-level,Full-time,Data Analyst,230000,United States,Medium,data analytics,True,Remote
1106,2023,Senior-level,Full-time,Data Analyst,135000,United States,Medium,data analytics,True,Remote
1107,2023,Mid-level,Full-time,Data Analyst,80000,United States,Medium,data analytics,True,Remote
1108,2023,Mid-level,Full-time,Data Analyst,60000,United States,Medium,data analytics,True,Remote
1109,2023,Senior-level,Full-time,Business Intelligence Analyst,200000,United States,Medium,data analytics,True,Remote
1110,2023,Senior-level,Full-time,Business Intelligence Analyst,180000,United States,Medium,data analytics,True,Remote
1111,2023,Senior-level,Full-time,BI Analyst,18585,Turkey,Large,data analytics,False,Remote
1112,2023,Senior-level,Full-time,Data Scientist,155000,United States,Medium,data science,True,Onsite
1113,2023,Senior-level,Full-time,Data Scientist,139500,United States,Medium,data science,True,Onsite
1114,2023,Mid-level,Full-time,BI Developer,128000,United States,Medium,business intelligence,True,Onsite
1115,2023,Mid-level,Full-time,BI Developer,81500,United States,Medium,business intelligence,True,Onsite
1116,2023,Entry-level,Full-time,Research Scientist,200000,United States,Medium,data science,True,Remote
1117,2023,Entry-level,Full-time,Research Scientist,120000,United States,Medium,data science,True,Remote
1118,2023,Executive/Director,Full-time,Data Scientist,126500,United States,Medium,data science,True,Remote
1119,2023,Executive/Director,Full-time,Data Scientist,78000,United States,Medium,data science,True,Remote
1120,2023,Senior-level,Full-time,Data Scientist,157750,United States,Medium,data science,True,Onsite
1121,2023,Senior-level,Full-time,Data Scientist,104650,United States,Medium,data science,True,Onsite
1122,2023,Senior-level,Full-time,Data Scientist,176000,United States,Medium,data science,True,Remote
1123,2023,Senior-level,Full-time,Data Scientist,133000,United States,Medium,data science,True,Remote
1124,2023,Mid-level,Full-time,Data Analyst,120000,United States,Medium,data analytics,True,Onsite
1125,2023,Mid-level,Full-time,Data Analyst,100000,United States,Medium,data analytics,True,Onsite
1126,2023,Mid-level,Full-time,Machine Learning Specialist,70000,France,Medium,machine learning,False,Remote
1127,2023,Mid-level,Full-time,Machine Learning Specialist,40000,France,Medium,machine learning,False,Remote
1128,2023,Mid-level,Full-time,Research Scientist,190000,United States,Medium,data science,True,Onsite
1129,2023,Mid-level,Full-time,Research Scientist,158080,United States,Medium,data science,True,Onsite
1130,2023,Senior-level,Full-time,Data Analyst,182000,United States,Medium,data analytics,True,Remote
1131,2023,Senior-level,Full-time,Data Analyst,150000,United States,Medium,data analytics,True,Remote
1132,2023,Senior-level,Full-time,Data Engineer,171250,United States,Medium,data engineering,True,Onsite
1133,2023,Senior-level,Full-time,Data Engineer,113750,United States,Medium,data engineering,True,Onsite
1134,2023,Senior-level,Full-time,Data Engineer,252000,United States,Medium,data engineering,True,Onsite
1135,2023,Senior-level,Full-time,Data Engineer,129000,United States,Medium,data engineering,True,Onsite
1136,2023,Senior-level,Full-time,Machine Learning Engineer,231000,United States,Medium,machine learning,True,Onsite
1137,2023,Senior-level,Full-time,Machine Learning Engineer,200800,United States,Medium,machine learning,True,Onsite
1138,2023,Entry-level,Full-time,Research Scientist,250800,United States,Medium,data science,True,Onsite
1139,2023,Entry-level,Full-time,Research Scientist,167200,United States,Medium,data science,True,Onsite
1140,2023,Entry-level,Full-time,Research Scientist,250800,United States,Medium,data science,True,Onsite
1141,2023,Entry-level,Full-time,Research Scientist,167200,United States,Medium,data science,True,Onsite
1142,2023,Senior-level,Full-time,Data Scientist,159100,United States,Medium,data science,True,Remote
1143,2023,Senior-level,Full-time,Data Scientist,120160,United States,Medium,data science,True,Remote
1144,2023,Senior-level,Full-time,Analytics Engineer,140000,United States,Medium,data analytics,True,Remote
1145,2023,Senior-level,Full-time,Analytics Engineer,110000,United States,Medium,data analytics,True,Remote
1146,2023,Mid-level,Full-time,Machine Learning Engineer,165000,United States,Medium,machine learning,True,Onsite
1147,2023,Mid-level,Full-time,Machine Learning Engineer,149094,United States,Medium,machine learning,True,Onsite
1148,2023,Executive/Director,Full-time,Head of Data,290000,United States,Large,data engineering,True,Remote
1149,2023,Senior-level,Full-time,Business Intelligence Engineer,247500,United States,Medium,business intelligence,True,Onsite
1150,2023,Senior-level,Full-time,Business Intelligence Engineer,172200,United States,Medium,business intelligence,True,Onsite
1151,2023,Senior-level,Full-time,Data Engineer,175000,United States,Medium,data engineering,True,Onsite
1152,2023,Senior-level,Full-time,Data Engineer,130000,United States,Medium,data engineering,True,Onsite
1153,2023,Senior-level,Full-time,Data Scientist,225000,United States,Medium,data science,True,Remote
1154,2023,Senior-level,Full-time,Data Scientist,156400,United States,Medium,data science,True,Remote
1155,2023,Senior-level,Full-time,Applied Scientist,260000,United States,Large,data science,True,Onsite
1156,2023,Senior-level,Full-time,Applied Scientist,136000,United States,Large,data science,True,Onsite
1157,2023,Senior-level,Full-time,Data Analyst,85000,United States,Medium,data analytics,True,Remote
1158,2023,Senior-level,Full-time,Data Analyst,72250,United States,Medium,data analytics,True,Remote
1159,2023,Executive/Director,Full-time,Data Engineer,162500,United States,Medium,data engineering,True,Onsite
1160,2023,Executive/Director,Full-time,Data Engineer,130000,United States,Medium,data engineering,True,Onsite
1161,2023,Senior-level,Full-time,Data Manager,145000,United States,Medium,data engineering,True,Onsite
1162,2023,Senior-level,Full-time,Data Manager,130000,United States,Medium,data engineering,True,Onsite
1163,2023,Senior-level,Full-time,Data Engineer,205600,United States,Large,data engineering,True,Onsite
1164,2023,Senior-level,Full-time,Data Engineer,105700,United States,Large,data engineering,True,Onsite
1165,2023,Entry-level,Full-time,Data Quality Engineer,23744,Portugal,Large,data engineering,False,Hybrid
1166,2023,Senior-level,Full-time,Research Analyst,83000,United States,Medium,data science,True,Remote
1167,2023,Senior-level,Full-time,Research Analyst,63967,United States,Medium,data science,True,Remote
1168,2023,Senior-level,Full-time,Research Analyst,188600,United States,Medium,data science,True,Onsite
1169,2023,Senior-level,Full-time,Research Analyst,111550,United States,Medium,data science,True,Onsite
1170,2023,Senior-level,Full-time,Machine Learning Engineer,219300,United States,Medium,machine learning,True,Onsite
1171,2023,Senior-level,Full-time,Machine Learning Engineer,143000,United States,Medium,machine learning,True,Onsite
1172,2023,Senior-level,Full-time,Machine Learning Engineer,232200,United States,Medium,machine learning,True,Onsite
1173,2023,Senior-level,Full-time,Machine Learning Engineer,133300,United States,Medium,machine learning,True,Onsite
1174,2023,Senior-level,Full-time,Data Engineer,130000,United States,Medium,data engineering,True,Remote
1175,2023,Senior-level,Full-time,Data Engineer,80000,United States,Medium,data engineering,True,Remote
1176,2023,Senior-level,Full-time,Machine Learning Engineer,203984,Germany,Medium,machine learning,False,Remote
1177,2023,Senior-level,Full-time,Machine Learning Engineer,140306,Germany,Medium,machine learning,False,Remote
1178,2023,Mid-level,Full-time,Data Engineer,198900,United States,Medium,data engineering,True,Onsite
1179,2023,Mid-level,Full-time,Data Engineer,183310,United States,Medium,data engineering,True,Onsite
1180,2023,Entry-level,Full-time,Research Analyst,42991,Great Britain,Medium,data science,False,Onsite
1181,2023,Entry-level,Full-time,Research Analyst,42991,Great Britain,Medium,data science,False,Onsite
1182,2023,Senior-level,Full-time,Machine Learning Engineer,204500,United States,Medium,machine learning,True,Onsite
1183,2023,Senior-level,Full-time,Machine Learning Engineer,142200,United States,Medium,machine learning,True,Onsite
1184,2023,Senior-level,Full-time,Machine Learning Engineer,392000,United States,Medium,machine learning,True,Onsite
1185,2023,Senior-level,Full-time,Machine Learning Engineer,224000,United States,Medium,machine learning,True,Onsite
1186,2023,Senior-level,Full-time,Data Engineer,233000,United States,Medium,data engineering,True,Onsite
1187,2023,Senior-level,Full-time,Data Engineer,199098,United States,Medium,data engineering,True,Onsite
1188,2023,Senior-level,Full-time,Data Engineer,172000,United States,Medium,data engineering,True,Remote
1189,2023,Senior-level,Full-time,Data Engineer,107000,United States,Medium,data engineering,True,Remote
1190,2023,Senior-level,Full-time,Data Analyst,93919,United States,Medium,data analytics,True,Onsite
1191,2023,Senior-level,Full-time,Data Analyst,51962,United States,Medium,data analytics,True,Onsite
1192,2023,Senior-level,Full-time,Research Scientist,220000,United States,Medium,data science,True,Onsite
1193,2023,Senior-level,Full-time,Research Scientist,150000,United States,Medium,data science,True,Onsite
1194,2023,Mid-level,Full-time,Data Engineer,128000,United States,Medium,data engineering,True,Onsite
1195,2023,Mid-level,Full-time,Data Engineer,81500,United States,Medium,data engineering,True,Onsite
1196,2023,Senior-level,Full-time,Research Scientist,200000,United States,Medium,data science,True,Onsite
1197,2023,Senior-level,Full-time,Research Scientist,150000,United States,Medium,data science,True,Onsite
1198,2023,Senior-level,Full-time,Machine Learning Engineer,208450,United States,Medium,machine learning,True,Onsite
1199,2023,Senior-level,Full-time,Machine Learning Engineer,151600,United States,Medium,machine learning,True,Onsite
1200,2023,Senior-level,Full-time,ML Engineer,208450,United States,Medium,machine learning,True,Onsite
1201,2023,Senior-level,Full-time,ML Engineer,151600,United States,Medium,machine learning,True,Onsite
1202,2023,Senior-level,Full-time,Research Engineer,240960,United States,Medium,data science,True,Onsite
1203,2023,Senior-level,Full-time,Research Engineer,200800,United States,Medium,data science,True,Onsite
1204,2023,Mid-level,Full-time,Data Scientist,120681,United States,Medium,data science,True,Onsite
1205,2023,Mid-level,Full-time,Data Scientist,72409,United States,Medium,data science,True,Onsite
1206,2023,Senior-level,Full-time,Applied Scientist,192000,United States,Medium,data science,True,Remote
1207,2023,Senior-level,Full-time,Applied Scientist,164000,United States,Medium,data science,True,Remote
1208,2023,Entry-level,Full-time,Data Engineer,80000,United States,Medium,data engineering,True,Onsite
1209,2023,Entry-level,Full-time,Data Engineer,52500,United States,Medium,data engineering,True,Onsite
1210,2023,Senior-level,Full-time,Research Engineer,250000,United States,Medium,data science,True,Remote
1211,2023,Senior-level,Full-time,Research Engineer,176000,United States,Medium,data science,True,Remote
1212,2023,Senior-level,Full-time,Research Scientist,250000,United States,Medium,data science,True,Onsite
1213,2023,Senior-level,Full-time,Research Scientist,170000,United States,Medium,data science,True,Onsite
1214,2023,Senior-level,Full-time,Research Scientist,250000,United States,Medium,data science,True,Onsite
1215,2023,Senior-level,Full-time,Research Scientist,200000,United States,Medium,data science,True,Onsite
1216,2023,Senior-level,Full-time,Data Scientist,136000,United States,Medium,data science,True,Remote
1217,2023,Senior-level,Full-time,Data Scientist,104000,United States,Medium,data science,True,Remote
1218,2023,Mid-level,Full-time,Data Scientist,230000,United States,Medium,data science,True,Onsite
1219,2023,Mid-level,Full-time,Data Scientist,175000,United States,Medium,data science,True,Onsite
1220,2023,Senior-level,Full-time,Principal Machine Learning Engineer,38184,Brazil,Large,machine learning,False,Hybrid
1221,2023,Executive/Director,Full-time,AI Architect,215856,United States,Large,data science,True,Remote
1222,2023,Mid-level,Full-time,Data Engineer,167500,United States,Medium,data engineering,True,Onsite
1223,2023,Mid-level,Full-time,Data Engineer,106500,United States,Medium,data engineering,True,Onsite
1224,2023,Senior-level,Full-time,AI Architect,330000,United States,Medium,data science,True,Onsite
1225,2023,Senior-level,Full-time,AI Architect,204000,United States,Medium,data science,True,Onsite
1226,2023,Senior-level,Full-time,Machine Learning Engineer,226600,United States,Medium,machine learning,True,Onsite
1227,2023,Senior-level,Full-time,Machine Learning Engineer,140100,United States,Medium,machine learning,True,Onsite
1228,2023,Senior-level,Full-time,Data Scientist,359170,United States,Medium,data science,True,Onsite
1229,2023,Senior-level,Full-time,Data Scientist,310270,United States,Medium,data science,True,Onsite
1230,2023,Senior-level,Full-time,Data Scientist,359170,United States,Medium,data science,True,Onsite
1231,2023,Senior-level,Full-time,Data Scientist,295490,United States,Medium,data science,True,Onsite
1232,2023,Senior-level,Full-time,Data Scientist,178560,United States,Medium,data science,True,Onsite
1233,2023,Senior-level,Full-time,Data Scientist,148800,United States,Medium,data science,True,Onsite
1234,2023,Senior-level,Full-time,Data Scientist,278700,United States,Medium,data science,True,Onsite
1235,2023,Senior-level,Full-time,Data Scientist,159300,United States,Medium,data science,True,Onsite
1236,2023,Senior-level,Full-time,Deep Learning Engineer,331640,United States,Medium,machine learning,True,Onsite
1237,2023,Senior-level,Full-time,Deep Learning Engineer,283780,United States,Medium,machine learning,True,Onsite
1238,2023,Executive/Director,Full-time,Data Engineer,167954,United States,Medium,data engineering,True,Onsite
1239,2023,Executive/Director,Full-time,Data Engineer,115830,United States,Medium,data engineering,True,Onsite
1240,2023,Senior-level,Full-time,Machine Learning Engineer,150000,United States,Medium,machine learning,True,Onsite
1241,2023,Senior-level,Full-time,Machine Learning Engineer,125000,United States,Medium,machine learning,True,Onsite
1242,2023,Senior-level,Full-time,Machine Learning Engineer,331640,United States,Medium,machine learning,True,Onsite
1243,2023,Senior-level,Full-time,Machine Learning Engineer,267720,United States,Medium,machine learning,True,Onsite
1244,2023,Senior-level,Full-time,Data Visualization Specialist,185000,United States,Medium,data analytics,True,Onsite
1245,2023,Senior-level,Full-time,Data Visualization Specialist,50000,United States,Medium,data analytics,True,Onsite
1246,2023,Senior-level,Full-time,Data Engineer,331640,United States,Medium,data engineering,True,Onsite
1247,2023,Senior-level,Full-time,Data Engineer,283780,United States,Medium,data engineering,True,Onsite
1248,2023,Senior-level,Full-time,Research Engineer,189110,United States,Medium,data science,True,Onsite
1249,2023,Senior-level,Full-time,Research Engineer,139000,United States,Medium,data science,True,Onsite
1250,2023,Senior-level,Full-time,ML Engineer,199000,United States,Medium,machine learning,True,Remote
1251,2023,Senior-level,Full-time,ML Engineer,145000,United States,Medium,machine learning,True,Remote
1252,2023,Senior-level,Full-time,MLOps Engineer,199000,United States,Medium,machine learning,True,Onsite
1253,2023,Senior-level,Full-time,MLOps Engineer,142000,United States,Medium,machine learning,True,Onsite
1254,2023,Senior-level,Full-time,Analytics Engineer,230000,Great Britain,Medium,data analytics,False,Remote
1255,2023,Senior-level,Full-time,Analytics Engineer,170000,Great Britain,Medium,data analytics,False,Remote
1256,2023,Senior-level,Full-time,Machine Learning Engineer,331640,United States,Medium,machine learning,True,Onsite
1257,2023,Senior-level,Full-time,Machine Learning Engineer,283780,United States,Medium,machine learning,True,Onsite
1258,2023,Senior-level,Full-time,Data Analyst,66000,United States,Medium,data analytics,True,Onsite
1259,2023,Senior-level,Full-time,Data Analyst,52000,United States,Medium,data analytics,True,Onsite
1260,2023,Senior-level,Full-time,Data Manager,110400,United States,Medium,data engineering,True,Onsite
1261,2023,Senior-level,Full-time,Data Manager,68000,United States,Medium,data engineering,True,Onsite
1262,2023,Senior-level,Full-time,Data Scientist,323300,United States,Medium,data science,True,Onsite
1263,2023,Senior-level,Full-time,Data Scientist,184700,United States,Medium,data science,True,Onsite
1264,2023,Senior-level,Full-time,Data Scientist,202000,United States,Medium,data science,True,Remote
1265,2023,Senior-level,Full-time,Data Scientist,140000,United States,Medium,data science,True,Remote
1266,2023,Senior-level,Full-time,Data Scientist,235000,United States,Medium,data science,True,Remote
1267,2023,Senior-level,Full-time,Data Scientist,200000,United States,Medium,data science,True,Remote
1268,2023,Senior-level,Full-time,Data Scientist,359170,United States,Medium,data science,True,Onsite
1269,2023,Senior-level,Full-time,Data Scientist,295490,United States,Medium,data science,True,Onsite
1270,2023,Senior-level,Full-time,Data Scientist,316000,United States,Medium,data science,True,Onsite
1271,2023,Senior-level,Full-time,Data Scientist,202000,United States,Medium,data science,True,Onsite
1272,2023,Senior-level,Full-time,Analytics Engineer,178560,United States,Medium,data analytics,True,Onsite
1273,2023,Senior-level,Full-time,Analytics Engineer,148800,United States,Medium,data analytics,True,Onsite
1274,2023,Senior-level,Full-time,Data Engineer,170000,United States,Medium,data engineering,True,Remote
1275,2023,Senior-level,Full-time,Data Engineer,120000,United States,Medium,data engineering,True,Remote
1276,2023,Senior-level,Full-time,AI Architect,200000,United States,Large,data science,True,Remote
1277,2023,Senior-level,Full-time,Machine Learning Engineer,226600,United States,Medium,machine learning,True,Onsite
1278,2023,Senior-level,Full-time,Machine Learning Engineer,140100,United States,Medium,machine learning,True,Onsite
1279,2023,Senior-level,Full-time,Data Analyst,166500,United States,Medium,data analytics,True,Onsite
1280,2023,Senior-level,Full-time,Data Analyst,113220,United States,Medium,data analytics,True,Onsite
1281,2023,Senior-level,Full-time,Machine Learning Engineer,247500,United States,Medium,machine learning,True,Onsite
1282,2023,Senior-level,Full-time,Machine Learning Engineer,172200,United States,Medium,machine learning,True,Onsite
1283,2023,Senior-level,Full-time,ML Engineer,365630,United States,Medium,machine learning,True,Onsite
1284,2023,Senior-level,Full-time,ML Engineer,315850,United States,Medium,machine learning,True,Onsite
1285,2023,Senior-level,Full-time,Business Intelligence Engineer,185000,United States,Large,business intelligence,True,Onsite
1286,2023,Senior-level,Full-time,Business Intelligence Engineer,79600,United States,Large,business intelligence,True,Onsite
1287,2023,Senior-level,Full-time,Applied Scientist,260000,United States,Large,data science,True,Onsite
1288,2023,Senior-level,Full-time,Applied Scientist,136000,United States,Large,data science,True,Onsite
1289,2023,Mid-level,Full-time,Machine Learning Engineer,287500,Australia,Medium,machine learning,False,Onsite
1290,2023,Mid-level,Full-time,Machine Learning Engineer,207500,Australia,Medium,machine learning,False,Onsite
1291,2023,Senior-level,Full-time,Data Engineer,229000,United States,Medium,data engineering,True,Onsite
1292,2023,Senior-level,Full-time,Data Engineer,131000,United States,Medium,data engineering,True,Onsite
1293,2023,Senior-level,Full-time,Data Analyst,105000,United States,Medium,data analytics,True,Onsite
1294,2023,Senior-level,Full-time,Data Analyst,70000,United States,Medium,data analytics,True,Onsite
1295,2023,Senior-level,Full-time,Data Scientist,185000,United States,Large,data science,True,Onsite
1296,2023,Senior-level,Full-time,Data Scientist,86700,United States,Large,data science,True,Onsite
1297,2023,Senior-level,Full-time,Data Engineer,180000,United States,Medium,data engineering,True,Onsite
1298,2023,Senior-level,Full-time,Data Engineer,150000,United States,Medium,data engineering,True,Onsite
1299,2023,Senior-level,Full-time,Data Engineer,145000,United States,Medium,data engineering,True,Onsite
1300,2023,Senior-level,Full-time,Data Engineer,115000,United States,Medium,data engineering,True,Onsite
1301,2023,Senior-level,Full-time,Data Analyst,192300,United States,Medium,data analytics,True,Remote
1302,2023,Senior-level,Full-time,Data Analyst,153800,United States,Medium,data analytics,True,Remote
